city,routes_count,stops_count,connections_count,total_length,connection_length_average,total_travel_time,connection_travel_time_average,connection_speed_average,wait_time_average,wait_time_std,average_trip_time_uniform,average_trip_length_uniform,average_trip_transfers_uniform,average_straight_distance_uniform,average_detour_normalized,average_trip_time_population,average_trip_length_population,average_trip_transfers_population,average_straight_distance_population,uniform_coverage_stops,uniform_coverage_distance,population_coverage_stops,population_coverage_distance
boston,71,4721,4185,1063.787747,0.254190621,2299.662157,0.549501113,27.75506161,21.49543115,8.986433206,171.7023282,35.86803801,3.77,15.99504087,1.242447413,132.5102853,21.39962537,3.29,7.25409644,2.15,0.360131028,4.56,0.222854559
