from,to,routes,length,road_length,travel_time
10108,10113,256,0.16766875428082445,0.1658,0.0
10108,11288,256,0.3010598260598384,0.3461,1.0
10109,11621,115,0.29331644884429925,0.2959,0.5
10109,16114,115,0.3182115368499466,0.47950000000000004,0.5
1011,1010,267,0.2680019896222906,0.4914,0.5
1011,13072,267|266,0.49383062607235306,0.4939,1.0
1011,3848,266,0.4600301375702876,0.5133,1.5
10112,1275,267,0.17085062523507116,0.2174,1.0
10113,1347,256,0.3259791634348484,0.4086,1.0
10114,1568,687|267,0.18451497590324095,0.18451497590324095,1.0
10114,2798,180,0.4348866299835921,0.5884,2.66666666667
10115,9794,687,0.4820249850429168,0.6091000000000001,2.0
10119,19118,51|351,0.37187760800634595,0.374,1.0
1012,1017,158,0.18474569536200572,0.1867,0.25
1012,1041,158,0.21692535357800374,0.217,0.0
10122,13548,92|94|155|96,0.3469683288499875,0.3745,1.0
10122,1574,92|183|96|155,0.3369237953932332,0.337,1.0
10122,20158,183,0.36782851278940976,0.3679,0.1834203536008502
10123,15545,237,0.0828127915580568,0.0828127915580568,0.0
10123,15552,656|237,0.30693411919450514,0.48460000000000003,1.0
10125,10127,256,0.33915847091884826,0.525,1.0
10126,10135,665|62,0.22082535152841773,0.222,0.5
10126,10141,665|62,0.3497289285024255,0.35050000000000003,0.25
10127,10152,256,0.3664546264205979,0.37110000000000004,0.5
10127,1270,256,0.4264476118631053,0.7587,2.0
10128,10148,66,0.36361694416181173,0.36469999999999997,1.0
10129,10145,66,0.251772172299431,0.2531,1.0
10129,10162,66,0.16749548907879014,0.16790000000000002,0.4
1013,1014,158,0.3925928504960283,0.5542,1.0
1013,1029,158,0.44578817957258837,0.44589999999999996,0.5
10130,10139,66,0.28061943328594324,0.2804,0.5
10130,1598,66,0.806170676342253,0.806170676342253,1.6
10131,10133,66,0.47413939629161544,0.4748,1.0
10131,10137,66,0.2083276711602249,0.2136,0.4
10132,1575,665,0.27469116141931077,0.27469116141931077,0.1369767383623253
10132,18006,66,0.3720032269865033,0.381,1.0
10133,10131,66,0.47413939629161544,0.4748,1.0
10133,10159,66,0.20416807946817062,0.2061,0.5
10134,12597,66,0.31365488295382227,0.3627,1.0
10135,10126,665|62,0.22082535152841773,0.222,0.5
10135,10161,665|62,0.29305163864333805,0.29305163864333805,1.0
10137,10131,66,0.2083276711602249,0.2136,0.2
10137,10134,66,0.3570868830539589,0.6447999999999999,1.0
10138,10145,66,0.24027068509459826,0.2403,1.0
10138,10157,66,0.22027457803422776,0.2204,0.5
10139,10130,66,0.28061943328594324,0.28061943328594324,0.6
10139,10162,66,0.23815976655379986,0.23815976655379986,1.0
1014,1013,158,0.3925928504960283,0.39239999999999997,1.0
1014,1036,158,0.36663672906406664,0.36663672906406664,1.0
1014,336,236,0.3958377329070382,0.397,1.0
1014,344,236,0.4131223391797027,0.5121,1.0
10140,10159,66,0.7817546560302904,0.7899,2.0
10140,5568,66,0.15679666284888955,0.1832,1.0
10141,10126,665|62,0.3497289285024255,0.5506000000000001,0.25
10141,10149,665|62,0.19012596976894658,0.19180000000000003,0.5
10142,10166,66,0.2615681797035162,0.27330000000000004,1.0
10143,10151,66,0.29948095696976923,0.29948095696976923,1.0
10143,10166,62,1.1067929383972228,1.1187,3.0
10145,10129,66,0.251772172299431,0.2531,1.0
10145,10138,66,0.24027068509459826,0.2403,1.0
10146,10157,66,0.17567776949536282,0.1765,0.6
10146,1606,66,0.40620407595212493,0.40620407595212493,2.0
10147,10163,66,0.49191038723671277,0.8934,1.0
10147,13512,18,0.24458161327157452,0.2705,0.4
10147,2157,66|18,0.36325882957707545,0.9625,0.6
10148,10130,66,0.759015714477776,0.7591,2.0
10149,10141,665|62,0.19012596976894658,0.19180000000000003,0.5
10149,10153,665|62,0.36289417777403327,0.36289417777403327,0.0
10149,17148,605,0.25889403028303254,0.2641,1.0
10149,17151,605,0.21333490215232437,0.2161,2.5
1015,1027,158,0.42326334206938726,0.4234,0.0
1015,1038,158,0.38769281237212466,0.3877,1.0
10150,10128,66,0.26704805918428803,0.2667,1.0
10150,10163,66,0.441443674646742,0.4415,0.6
10151,10158,66,0.3620072184452759,0.3618,1.0
10151,1593,66,0.34266422145418324,0.34266422145418324,1.0
10152,10127,256,0.3664546264205979,0.37110000000000004,0.5
10152,10155,256,0.23322971613049392,0.23322971613049392,0.0
10153,10164,665|62,0.3852533770613572,0.3852533770613572,1.0
10155,10160,256,0.36806262836548054,0.3855,1.0
10157,10138,66,0.22027457803422776,0.2204,0.6
10157,10146,66,0.17567776949536282,0.1765,0.5
10158,10142,66,0.1843481300200468,0.1844,1.0
10159,10133,66,0.20416807946817062,0.2061,0.2
10159,10140,66,0.7817546560302904,1.1271,2.0
10159,13915,60,0.21943544223621597,0.22840000000000002,0.1
10159,16931,60,0.43221577244183385,0.4609,0.75
1016,1035,166|245|364,0.40718536950025186,0.40718536950025186,1.0
1016,1043,158|167|244,0.45105933259660425,0.45110000000000006,1.0
1016,11349,158|244,0.7846368478219485,1.0501,1.5
10160,10175,256,0.38853047235276317,0.392,1.0
10160,11208,256,0.4181377454410988,0.43119999999999997,1.0
10161,10140,66,0.08136846682340729,0.08136846682340729,0.6
10161,13197,62,0.4561283446611829,0.5048,1.0
10161,13956,665,0.09676494529003953,0.0995,0.04825254123632196
10162,10129,66,0.16749548907879014,0.31010000000000004,0.0
10162,10139,66,0.23815976655379986,0.23815976655379986,1.0
10163,10147,66,0.49191038723671277,0.7132000000000001,1.0
10163,10150,66,0.441443674646742,0.4415,0.5
10164,13688,665|62,0.33627126160679316,0.38330000000000003,0.5
10164,208,665|62,0.2873508295294126,0.2873508295294126,1.0
10166,10132,665|66,0.2702870016968495,0.5129,0.0
10166,11179,665,0.3274990962724938,0.3276,1.0
10166,1575,62,0.5447268470220554,0.5573,1.0
10166,1592,66,0.3048779174242854,0.31560000000000005,0.2
10166,1593,62,1.1502757725335395,1.8015999999999999,3.0
10167,10169,268,0.34766464307680184,0.3477,0.0
10167,11842,268|264,0.1262410343187975,0.1595,0.25
10168,10169,268,0.49092634774164473,0.4913,1.0
10168,10170,268,0.6745415604905269,0.6808,2.0
10169,10167,268,0.34766464307680184,0.3477,0.25
10169,10168,268,0.49092634774164473,0.4913,1.0
10169,12397,487,0.32895061338232595,0.3627,1.0
1017,1012,158,0.18474569536200572,0.1867,0.0
1017,9577,158,0.4335527437163045,0.4342,0.5
10170,10168,268,0.6745415604905269,1.069,1.0
10170,12332,268,0.43239157613001106,0.45310000000000006,1.0
10171,13523,68,0.42512615858371416,0.4685,2.0
10173,16224,68,0.2877823719155078,0.28750000000000003,1.0
