city,routes_count,stops_count,connections_count,total_length,connection_length_average,total_travel_time,connection_travel_time_average,connection_speed_average,wait_time_average,wait_time_std,average_trip_time_uniform,average_trip_length_uniform,average_trip_transfers_uniform,average_straight_distance_uniform,average_detour_normalized,average_trip_time_population,average_trip_length_population,average_trip_transfers_population,average_straight_distance_population,uniform_coverage_stops,uniform_coverage_distance,population_coverage_stops,population_coverage_distance
la,108,8431,12240,4838.477468,0.395300447,13284.57351,1.085340973,21.85306497,19.17875058,7.244940785,226.2303326,65.1702813,5.41,27.01802939,1.412103427,140.970617,38.07211199,2.76,11.82394192,1.76,0.367885017,1.95,0.305968337
