city,routes_count,stops_count,connections_count,total_length,connection_length_average,total_travel_time,connection_travel_time_average,connection_speed_average,wait_time_average,wait_time_std,average_trip_time_uniform,average_trip_length_uniform,average_transfers_uniform,average_straight_distance_uniform,average_trip_length_normalized_uniform,average_time_normalized_uniform,average_transfers_normalized_uniform,average_trip_time_population,average_trip_length_population,average_transfers_population,average_straight_distance_population,average_trip_length_normalized_population,average_time_normalized_population,average_transfers_normalized_population,uniform_coverage_stops,uniform_coverage_distance,population_coverage_stops,population_coverage_distance
boston,71,4721,4185,1063.7877473370886,0.2541906206301287,2299.6621569192157,0.5495011127644482,27.75506160684606,21.4954311517,8.98643320626,133.5101795173598,34.61743971650855,2.1766,15.90580000317832,2.176403557795976,8.393804743595519,0.13684316410146416,95.76030098750843,21.128235995768975,1.703,7.0168700253874094,3.011062755805066,13.647153309245086,0.24270080446672881,2.4079,0.33409505351983176,4.599,0.22041518244462655
