city,routes_count,stops_count,connections_count,total_length,connection_length_average,total_travel_time,connection_travel_time_average,connection_speed_average,wait_time_average,wait_time_std,average_trip_time_uniform,average_trip_length_uniform,average_transfers_uniform,average_straight_distance_uniform,average_trip_length_normalized_uniform,average_time_normalized_uniform,average_transfers_normalized_uniform,average_trip_time_population,average_trip_length_population,average_transfers_population,average_straight_distance_population,average_trip_length_normalized_population,average_time_normalized_population,average_transfers_normalized_population,uniform_coverage_stops,uniform_coverage_distance,population_coverage_stops,population_coverage_distance
la,108,8431,12240,4838.477467833992,0.39530044671846337,13284.57351372811,1.0853409733437998,21.853064968178185,19.1787505753,7.24494078465,184.08338524993673,65.0844002223863,3.1689,27.151899348882615,2.3970477860903205,6.7797608883487674,0.1167100672878124,111.6947425631806,39.69911624749447,1.5192,12.81455155944013,3.0979715570498616,8.71624278423525,0.11855272445182423,1.9862,0.33098991727278737,2.1968,0.300707338567073
