city,routes_count,stops_count,connections_count,total_length,connection_length_average,total_travel_time,connection_travel_time_average,connection_speed_average,wait_time_average,wait_time_std,average_trip_time_uniform,average_trip_length_uniform,average_trip_transfers_uniform,average_straight_distance_uniform,average_detour_normalized,average_trip_time_population,average_trip_length_population,average_trip_transfers_population,average_straight_distance_population,uniform_coverage_stops,uniform_coverage_distance,population_coverage_stops,population_coverage_distance
sf,54,1926,3481,853.4771081,0.245181588,3235.089779,0.929356443,15.82912067,8.75641869,4.625913048,75.03853018,17.6392476,2.8,7.526385802,1.343654453,62.16950752,12.61106535,2.65,4.898953796,6.43,0.24916762,9.53,0.129673512
