from,to,routes,length,road_length,travel_time
3356,3402,91|M|28R|M_OWL|28,0.6769757205898622,1.0654000000000001,2.0
3356,3408,29,0.6515355563510699,1.1808,4.25
3356,4207,29,0.1268927786023913,0.1497,0.4
3356,5036,29,0.21398402895384042,1.3135999999999999,1.0
3359,3364,91|28,0.22135707229785442,0.7895,1.75
3359,3371,91|28,0.21113844121138664,0.38339999999999996,0.5
33608,4286,38R|38AX|38,0.27681376704931476,0.47900000000000004,1.0
3361,3356,M|M_OWL,0.5315566593240363,1.0318,2.0
3362,3356,28,0.3800630232281966,0.9545,2.0
3363,5136,28,0.3132548877511827,0.31660000000000005,0.8
3364,3359,91|28,0.22135707229785442,0.4104,1.0
3364,3366,91|28,0.16950066097333438,1.393,0.2
3364,3442,N|N_OWL|NX,0.3780522813790316,0.5926,1.6
3364,5197,N|N_OWL,0.3694779087323939,0.3772,1.2
3366,3364,91|28,0.16950066097333438,0.1697,0.5
3366,3368,91|28,0.24228988361358544,1.1659000000000002,0.8
3368,3366,91|28,0.24228988361358544,0.2424,0.5
3368,3372,91|28,0.1969938101591388,0.39239999999999997,0.5
33696,3698,44,0.16032042727533832,0.5927,0.2
33696,3701,23,0.40911885518393776,0.427,1.0
33696,4388,35|52|36,0.10667733788102636,0.4666,0.75
33696,5330,52|44,0.40068725882977585,0.4596,1.2
33696,5420,36|23,0.38425661010931045,0.6786000000000001,1.5
33706,3023,29,0.23700643974934943,0.2769,1.0
3371,3359,91|28,0.21113844121138664,0.38339999999999996,0.8
3371,3499,29,0.9973364644288509,1.9493,2.25
3371,4231,91|28,0.9837071340920733,2.7997,3.0
3371,5306,7|7X,0.18301132795644742,0.6147,1.0
3371,5310,7|7X|29,0.1923798347174376,0.19369999999999998,0.3
3372,3368,91|28,0.1969938101591388,0.2,0.8
3372,3374,91|28,0.23216672201682034,0.771,0.2
3374,3372,91|28,0.23216672201682034,0.4059,0.1
3374,3380,91|28,0.2179206024761266,0.44780000000000003,0.8
3376,3385,M|M_OWL,0.2619430091018041,0.359,0.6
3377,3354,91|28,0.1884542696920742,0.6982999999999999,1.0
3378,3390,91|28,0.2756109453244286,1.2126,1.0
3379,3374,91|28,0.14582846813351574,0.14582846813351574,1.0
3380,3381,91|28,0.1969074752403943,0.7615000000000001,0.8
3381,3379,91|28,0.26907913513965265,0.26907913513965265,1.0
3381,3383,91|28,0.2004640151567739,0.7997000000000001,0.5
3383,3381,91|28,0.2004640151567739,0.2005,0.8
3383,3388,91|28,0.21489443420929646,0.7855,0.5
3383,6139,66|48,0.18099184402358176,0.2017,0.0
3383,6142,66|48,0.29076730099717285,0.8936000000000001,0.75
3385,3361,M|M_OWL,0.3548761036085867,0.3729,2.0
3385,6172,M|M_OWL,0.23855391538230272,0.2445,1.0
33860,3855,61,0.11156620861579339,0.312,0.050368377638711964
33860,4725,31|21|2,0.2682360440656534,0.5352,1.66666666667
33860,5638,9|L_OWL|F|N_OWL|T_OWL|K_OWL|M_OWL|6,0.39348452940409384,0.7952,2.4
3388,3383,91|28,0.21489443420929646,0.215,0.2
3388,3392,91|28,0.15759642086640094,2.8636999999999997,0.0
3390,3377,91|28,0.19936599740932132,1.1442999999999999,0.6
3390,3400,91|28,0.3195600584447848,1.5371,1.0
3390,5141,23,0.29371006320611337,0.3003,2.0
3392,3388,91|28,0.15759642086640094,0.1576,0.5
3392,3394,91|28,0.21671388855694065,0.7832,1.0
33927,3924,18|31|31AX,0.18661039657456635,0.2104,0.75
33927,4227,18,0.236260856499053,0.3045,1.0
33927,4228,5R|5,0.2405296762053421,0.2739,1.0
3394,3392,91|28,0.21671388855694065,0.2169,1.0
3394,3396,91|28,0.2024379323061646,0.7997000000000001,0.5
3394,6615,L_OWL|L,0.1732389265986057,0.5852999999999999,1.8
3394,6620,L_OWL|L,0.42610165935176836,0.9944,1.8
3396,3394,91|28,0.2024379323061646,0.2024379323061646,0.8
3396,3398,91|28,0.25438890807842457,1.3667,0.5
3398,3396,91|28,0.25438890807842457,0.2545,0.2
3398,3400,91|28,0.18374473545984593,1.0212999999999999,0.0
3400,3390,91|28,0.3195600584447848,0.3336,1.25
3400,3398,91|28,0.18374473545984593,0.187,0.5
34015,6294,1,0.12544264507653818,0.1806,0.0
3402,3354,91|M|M_OWL|28,0.43951544784098645,0.44060000000000005,2.0
3402,3356,91|M|28R|M_OWL|28,0.6769757205898622,1.9719000000000002,2.3
3404,3354,57,0.14269712395717182,0.9803,1.0
3404,3406,57,0.1553065448936726,0.1626,0.0
3406,3404,57,0.1553065448936726,0.8744,0.5
3406,3409,57,0.2784676840185732,0.2997,3.0
3408,33352,18,0.14992205648045842,0.1874,1.2
3408,3356,29,0.6515355563510699,1.1609,3.1
3408,3406,57,0.2133209748512726,0.6646000000000001,1.0
3408,3803,18|29,0.28933644528762736,0.9101,1.0
34087,6651,39,0.0947925368082093,0.1184,1.0
3409,3797,57,0.08660580650957077,0.22590000000000002,1.0
3412,3652,10,0.27452669397492335,0.27452669397492335,1.0
3412,4127,10,0.1639966851424882,0.22440000000000002,0.5
3414,3415,35,0.16754045644842394,0.16754045644842394,1.0
3415,4536,35,0.17249504942794086,0.1807,0.666666666667
3415,4538,35,0.177376480887884,0.1886,0.5
3424,4444,48,0.20583233335299564,0.2231,1.0
3425,3429,7|7X,0.16810050088713627,0.19119999999999998,0.2
3426,3364,N|N_OWL|NX,0.264404666501175,0.6722,1.2
3426,3425,7|7X,0.24541717341156377,0.291,1.0
3427,3426,7|7X,0.2106842211572314,0.24230000000000002,1.0
34275,34277,1,0.10254673498239146,0.2667,1.2
34275,4273,38AX|38,0.172197549917384,0.1757,0.4
34277,34275,38AX|38,0.10254673498239146,0.1375,2.0
34277,3500,38R,0.7429647809927521,1.2050999999999998,3.0
34277,3551,18|38,0.21980800316577268,0.234,0.7
34277,3555,18|1|1AX,0.1976568479331726,0.2066,0.5
34277,4280,38R|38AX|38,0.2921598877734912,0.30119999999999997,1.0
3428,3427,7|7X,0.204902104205697,0.20500000000000002,0.8
3429,5310,7|7X,0.07069206987643645,0.11,0.8
3430,3428,7|7X,0.20605123912139928,0.2087,0.2
3431,3430,7|7X,0.1736522226300514,0.19290000000000002,1.0
3432,3103,48,0.2944881302626699,0.2945,1.0
3432,3436,48,0.16646247896693,0.722,0.0
34341,15135,57|28,0.5838127580131126,1.673,3.0
34347,6475,9|31|L_OWL|9R|21|K_OWL|M_OWL|6,0.20103203478525664,0.2592,1.1
3435,3436,48,0.15330992342440933,0.1534,1.0
3435,7523,48,0.31011089105863726,0.4046,1.0
3436,3432,48,0.16646247896693,0.746,0.5
3436,3435,48,0.15330992342440933,0.1534,1.0
3439,3435,48,0.11279096717996827,0.7855,0.0
3441,3442,7|7X,0.17330949983795968,0.17330949983795968,0.8
34411,3075,30|30X,0.16999242890399724,0.2457,1.2
34411,3952,30|30X,0.29763822671572493,0.2978,2.0
3442,3443,7|7X,0.2045941773617829,0.2045941773617829,0.6
3442,5203,N|N_OWL|NX,0.19080183654007393,0.19690000000000002,1.0
3443,3444,7|7X,0.20822081081388794,0.2083,1.0
3444,3446,7|7X,0.2070525193856226,0.2072,0.4
3445,3441,7|7X,0.2249462519192211,0.2426,0.6
3445,5310,29,0.18411877555576645,0.2246,0.8
3445,5314,29,0.20384497507102775,0.2335,0.0
3446,3447,7|7X,0.20822084243164285,0.2083,0.6
3447,5741,7|7X,0.17956053288160795,0.19569999999999999,1.0
3448,3464,35,0.17071637849952348,0.18880000000000002,1.0
3449,3448,35,0.083981649221073,0.09390000000000001,0.0
3449,4540,35,0.16906138344668725,0.1698,0.25
3450,3452,10|19|48,0.07870954272176105,0.1113,0.333333333333
3450,3455,10|48,0.1050406156198861,0.1155,0.25
3452,4356,19,0.11067785680420351,0.13190000000000002,0.0
3452,6198,10|19|48,0.11492905856744835,0.116,0.733333333333
3453,3455,10|48,0.11900781328157942,0.1191,0.45
3453,3480,48,0.22804347812506184,0.3182,1.2
3453,37518,10,0.1757851064644506,0.26339999999999997,1.6
3455,3450,10|48,0.1050406156198861,0.1155,0.05
3455,3453,10|48,0.11900781328157942,0.1191,0.266666666667
34568,4195,67|23,0.11274092036406298,0.1253,0.666666666667
3457,6966,10,0.10764351390931742,0.1258,0.8
3458,3473,48,0.240706333502686,0.2442,1.2
3458,3744,27,0.1569576958898854,0.1571,0.5
3458,3748,27,0.18028991483816448,0.343,1.0
3458,37518,48,0.2564717841625697,0.5405,1.8
3460,3466,48,0.18696399874669514,0.187,1.0
3460,3481,48,0.1987641831803889,0.2,1.0
3460,3994,J,0.331940647982405,0.338,1.2
3460,4002,J,0.27171151778228475,0.27380000000000004,1.2
34603,3941,22,0.20228306870773544,0.20550000000000002,2.5
34603,4630,22,0.10056748856156957,0.7834,1.0
3462,3464,48,0.18867159131715983,0.18869999999999998,0.75
3462,3478,48,0.19792688015443624,0.37410000000000004,0.8
3462,4328,24,0.17921318865171382,0.18180000000000002,0.75
3462,4332,24,0.07508425567218543,0.0777,1.0
3464,3449,35,0.20793405133280907,0.2827,1.0
3464,3462,48,0.18867159131715983,0.3745,0.5
3464,3468,48,0.19223579148307476,0.2046,0.5
3464,4372,35,0.17936738413751205,0.1817,0.0
34648,4647,29,0.17586305444559325,0.17586305444559325,1.0
3466,3460,48,0.18696399874669514,0.187,1.0
3466,3471,48,0.21237679756345845,0.2125,0.1
3468,3464,48,0.19223579148307476,0.2046,0.2
3468,3475,48,0.18078529883358652,0.1845,0.25
3469,3473,48,0.19597765029427763,0.1993,1.8
3469,3483,67|48,0.18505077960863314,0.19090000000000001,1.0
3469,4675,12,0.3790218558855063,0.3790218558855063,2.0
3469,4680,67|12,0.1818759152498113,0.1819,0.875
3471,3466,48,0.21237679756345845,0.2125,0.1
3471,3485,48,0.20090079200499925,0.201,1.0
34728,5722,76X,0.22188709831664963,0.2383,1.0
34729,3947,43,0.41401526287193885,0.44,2.0
3473,3458,48,0.240706333502686,0.2442,1.2
3473,3469,48,0.19597765029427763,0.1993,1.8
3475,5033,48,0.007661069193669602,0.0258,0.0
3478,3462,48,0.19792688015443624,0.1991,0.5
3478,3481,48,0.19573043478965174,0.3697,1.0
34781,6247,48,0.07540153650274037,0.0724,0.034041248799518004
34782,16453,23,0.13849614193374227,0.1601,1.0
3480,3458,48,0.19464780020083516,0.19490000000000002,1.8
3480,37518,33,0.06300755041661756,0.3456,1.0
3481,3460,48,0.1987641831803889,0.2,1.0
3481,3478,48,0.19573043478965174,0.3697,1.0
34823,5462,8BX|8,0.06348889187525206,0.3825,0.0
34824,4101,41|8AX|8|8BX,0.17031200265302054,0.46950000000000003,1.0
34824,5837,10|12,0.1239615102664533,0.1466,1.0
3483,33476,67|48,0.19009305809491817,0.1901,1.1
3483,3469,67|48,0.18505077960863314,0.19090000000000001,1.1
3485,33476,12|48,0.19640893106037877,0.1963,2.6
3485,3471,48,0.20090079200499925,0.201,1.0
3485,6879,12,0.19900440117580045,0.20980000000000001,0.0
34873,4069,18,0.5844478687023762,0.6123,2.0
34895,14809,9R|9,0.25954658242243206,0.38760000000000006,1.46666666667
34895,6385,9R|9,0.23291972867959362,0.3045,1.0
34898,4881,91|43|8BX|54|8,0.33140461571936486,0.3702,2.0
3491,3495,29,0.20883756219153984,0.21630000000000002,1.0
3491,3502,29,0.2067339138365534,0.2069,0.8
3491,3837,1|1AX,0.2858963568526562,0.2897,2.0
3491,3841,1|1AX,0.2853859018471798,0.2888,0.5
3495,3491,29,0.20883756219153984,0.21630000000000002,1.0
3495,3500,29,0.21276714133135938,0.2147,1.0
3497,3502,29,0.18650613069120522,0.1865,0.5
3497,3705,29,0.2616188446184188,0.2866,0.4
3499,3051,29,0.41320200214553326,0.6069,1.8
3499,3371,29,0.9973364644288509,1.1639000000000002,3.0
3499,4747,5R|5,0.31951004950790923,0.8523,1.0
3499,4751,5R|5,0.2724160000198705,0.2794,0.6
3500,3051,29,0.4254496985199499,0.6194,2.0
3500,34277,38R,0.7429647809927521,0.7461,3.0
3500,3495,29,0.21276714133135938,0.2147,1.0
3500,4265,38R,0.4731553780353213,0.904,1.0
3500,4268,38BX|38,0.18145451694221731,0.1921,1.0
3500,4271,38AX|38,0.28001122409099205,0.7141000000000001,1.66666666667
3502,3491,29,0.2067339138365534,0.2069,0.5
3502,3497,29,0.18650613069120522,0.18650613069120522,0.4
3504,3507,10|48,0.14727442714171468,0.1648,0.3125
3504,3512,10|48,0.17154147084396335,0.1716,0.4375
3504,4122,19,0.18715646554992227,0.2044,1.0
3504,4129,19,0.11450814295326489,0.1154,0.4
35056,37617,25,0.1798570090862713,0.24830000000000002,2.75
35056,4725,38R|5R|5,0.43649387651042026,0.6429,3.0
35056,5579,7|38,0.2278557882505361,0.3285,1.5
3507,3504,10|48,0.14727442714171468,0.1648,0.25
3507,4342,10,0.1613139712655208,0.16440000000000002,0.1
3507,7524,48,0.17518770549478635,0.1777,0.75
3512,3504,10|19|48,0.17154147084396335,0.1716,0.5375
3512,3524,10|19|48,0.11570382082909358,0.1184,0.283333333333
3514,3520,24,0.18072645417033562,0.1935,0.8
3514,4328,24,0.17080040810451252,0.1721,0.0
35147,4604,22,0.15849485742247857,0.1585,0.8
35147,4637,3|22,0.305741415062543,0.3059,1.1
35147,5162,10|3|24,0.1421008579480792,0.15830000000000002,0.5
35147,6931,24,0.1843252118473529,0.24730000000000002,1.0
3516,3522,10|19|48,0.10104168058146186,0.5694,0.0416666666667
3516,3524,10|19|48,0.14844505841125485,0.2199,0.4
35165,35859,10,0.09042292908675084,0.124,0.04082290055337783
35165,5148,10,0.1482006050608662,0.14830000000000002,0.0669075711598092
35165,6317,90|47|49|76X,0.2954814531085561,0.7856000000000001,1.66666666667
35165,6786,76X,0.5176782588205713,0.8125,1.0
35165,6798,90|49|47,0.2554692925573586,0.2661,1.5
35165,6930,27,0.11072501714538714,0.6425,1.0
35167,35147,10|24,0.14805956382252103,0.16269999999999998,1.0
35184,3092,E|F,0.2828096784843872,0.2859,1.0
3519,3523,27,0.15520449686769736,0.15530000000000002,1.0
3520,3514,24,0.18072645417033562,0.1935,0.5
3520,5732,24,0.18099791376215602,0.19369999999999998,0.4
3522,3516,10|19|48,0.10104168058146186,0.11340000000000001,0.1
3522,5229,10|19|48,0.07910707800729835,0.1186,0.35
35223,3576,N|N_OWL|NX,0.19274984370477224,0.199,0.2
3523,3931,27,0.2148138788872691,0.3255,1.0
3524,3512,10|19|48,0.11570382082909358,0.1184,0.17
3524,3516,10|19|48,0.14844505841125485,0.2199,0.26
35241,5239,N,0.46049507963920033,3.5948,3.25
3525,3534,66,0.2245534031678598,0.3207,1.0
3526,3528,66,0.19768110909968922,0.19890000000000002,0.166666666667
3526,6152,66,0.09568825587943354,0.1075,0.5
3528,3526,66,0.19768110909968922,0.19890000000000002,0.0
3528,3530,66,0.20822092507630266,0.39289999999999997,0.0
3530,3528,66,0.20822092507630266,0.2117,0.5
3530,3532,66,0.2038217246141905,0.2067,0.5
3532,3530,66,0.2038217246141905,0.2067,0.0
3532,3534,66,0.20235479549086915,0.2024,0.0
3532,6622,L_OWL|L,0.37855161686887606,0.38139999999999996,1.0
3532,6628,L_OWL|L,0.1873108374034535,0.19340000000000002,1.0
35331,6772,41|45,0.2083240287114156,0.21559999999999999,1.0
35335,37227,2,0.27137426209718124,0.39380000000000004,1.0
35335,5579,14R,0.12254392614795825,0.7194,1.0
3534,3532,66,0.20235479549086915,0.2024,0.5
3534,36835,66,0.2201242892468216,0.22419999999999998,1.0
3535,3537,24,0.19763946278870786,0.2059,1.6
3535,3543,24,0.20494483099966507,0.2058,0.5
3535,3999,J,0.16086127481408788,0.161,1.0
3537,3535,J|24,0.19763946278870786,0.38630000000000003,1.0
3537,3540,36|24,0.19337351621969345,0.31839999999999996,1.7
3537,3965,36,0.13868463504421827,0.15980000000000003,0.5
3537,6277,J,0.2968570947192134,2.0004,2.2
3540,33476,14R,1.1468286430784491,1.5860999999999998,4.0
3540,3537,36|24,0.19337351621969345,0.38260000000000005,1.0
3540,4156,49|14|24MC|24,0.1649612613326737,0.1906,1.11666666667
3540,4198,14R,0.7855937125812539,0.8051,3.0
3540,7841,36|14|49,0.48885400182908717,0.49369999999999997,1.73333333333
3542,3543,24,0.18376334003842434,0.1971,0.3
3542,5736,24,0.16497874945781726,0.16497874945781726,1.0
3543,3535,24,0.20494483099966507,0.2058,0.4
3543,3542,24,0.18376334003842434,0.1971,0.0
3545,34275,38,0.3350097281587651,0.3552,1.0
3546,3548,1|1AX,0.16987159765353058,0.1699,0.8
3546,3843,1|1AX,0.19414673239623909,0.2099,0.0
35471,4530,39,0.16046847402729936,0.3673,3.0
35471,6065,8BX|8,0.1430612933386385,0.17250000000000001,1.0
3548,34275,1,0.24729534558962274,0.26489999999999997,0.8
3548,3546,1|1AX,0.16987159765353058,0.1699,0.5
3551,34277,18,0.21980800316577268,0.3972,1.0
3551,3553,18|38,0.1959435460391841,0.1985,0.333333333333
3553,3059,18,0.11925792095146297,0.12919999999999998,0.5
3553,3545,38,0.12169525334727939,0.1842,0.6
3553,3551,18,0.1959435460391841,0.1985,0.125
3555,34277,18|1AX,0.1976568479331726,0.39680000000000004,1.0
3555,3548,1|1AX,0.10187578368082319,0.13119999999999998,1.0
3555,4069,18,0.09548388752013216,0.11340000000000001,0.0
3561,7853,29,0.1730719433638281,0.1730719433638281,0.6
3562,6527,29,0.21083959042831976,0.7125,1.0
3563,3564,48,0.18548931818822428,0.1856,0.0837421665786455
3563,6162,48,0.18814320988472602,0.1968,0.08494030910620934
35631,4795,91|8|8BX,0.4345836100290909,0.4373,1.0
35631,6472,43,0.15717908154425603,0.17,1.0
35633,4440,19,0.2643209627519337,0.3548,1.0
3564,3563,48,0.18548931818822428,0.1856,0.0837421665786455
3564,6245,48,0.17888417627452644,0.19240000000000002,0.08076016793950448
3566,15511,38,0.12826861980808701,0.13140000000000002,0.8
3570,3065,18|31|31AX,0.1901126210415285,0.2031,0.4375
3570,3572,18|31|31AX,0.18602185805526172,0.18602185805526172,0.666666666667
35711,3662,37,0.13100776830873892,0.1482,2.0
35711,4940,7|N_OWL|6,0.4442914872098999,0.662,1.6
35711,4946,7|N_OWL|43,0.2821210772515521,0.2823,1.4
35711,5704,6,0.31046579137800046,0.32639999999999997,1.5
35711,5716,43,0.185943731313948,0.18630000000000002,1.4
3572,3570,18|31|31AX,0.18602185805526172,0.18602185805526172,0.5
3572,3924,18|31|31AX,0.1880666682199422,0.19569999999999999,0.0833333333333
3574,3576,18,0.2030649271296956,0.39930000000000004,0.8
3574,3582,18,0.1949210654858256,0.1968,0.4
3576,3574,18,0.2030649271296956,0.39930000000000004,0.5
3576,3578,18,0.21115749515950513,0.40230000000000005,0.5
3576,5213,N|N_OWL|NX,0.28683182171276694,0.2899,1.8
3576,5221,N|N_OWL,0.25335099841128933,0.2597,2.0
3578,3576,18,0.21115749515950513,0.2112,0.2
3578,3580,18,0.20938077902130692,0.2106,0.0
3580,3578,18,0.20938077902130692,0.2106,0.4
3580,3584,18,0.20600061920763493,0.39289999999999997,0.5
3582,3574,18,0.1949210654858256,0.1968,0.1
3582,5324,18,0.10755940589155558,0.124,0.2
35828,3586,7|7X,0.27698284731756273,0.3912,1.0
3584,3580,18,0.20600061920763493,0.2109,0.2
3584,3586,18,0.22029241965806298,0.221,0.0
35859,15850,10|12,0.13547193653234338,0.13547193653234338,1.0
35859,35165,10,0.09042292908675084,0.3538,0.04082290055337783
3586,3584,18,0.22029241965806298,0.221,0.4
3586,3588,18,0.1961848188290184,0.1975,1.0
3586,5758,7|7X,0.2757598074116979,0.28500000000000003,1.0
3586,5763,7|7X,0.21197984504839687,0.22490000000000002,0.4
3588,3586,18,0.1961848188290184,0.1975,1.0
3588,3590,18,0.207086977940965,0.3944,0.1
3590,3588,18,0.207086977940965,0.2088,0.0
3590,3592,18,0.204473038128681,0.2046,0.8
3592,3590,18,0.204473038128681,0.4001,0.5
3592,3594,18,0.2115757479257814,0.2157,0.1
3592,6165,48,0.17231579223025806,0.179,0.0777947642377696
3592,6167,48,0.17600100902460952,0.1772,0.07945851523801774
35926,4881,43|8|8BX,0.29002870317130613,0.3115,1.2
35926,5790,49,0.27989315553246324,0.33130000000000004,1.0
35926,5928,43,0.2529306172701668,0.2529306172701668,0.8
3594,3592,18|48,0.2115757479257814,0.2157,0.0
3594,3596,18,0.20670741396922448,0.3979,0.8
3596,3594,18,0.20670741396922448,0.3946,0.5
3596,3598,18,0.20630610507141225,0.2125,0.0
3598,3596,18,0.20630610507141225,0.3912,0.0
3598,3600,18|L_OWL|L,0.21008736398513322,0.3926,0.8
3598,6636,L_OWL|L,0.18737631547506461,0.1877,1.0
3600,3598,18|L_OWL|L,0.21008736398513322,0.2117,0.666666666667
3600,3602,18|L_OWL|L,0.2071670541557878,0.39289999999999997,0.4
3602,3600,18|L_OWL|L,0.2071670541557878,0.2104,0.333333333333
3602,6836,18|L_OWL,0.0840080923735256,0.0840080923735256,0.8
3602,7869,L,0.15042172648836452,0.209,1.0
3604,3602,18|L_OWL|L,0.21535639620653527,0.4014,0.5
3606,16453,18,0.05939577008078202,0.05939577008078202,0.75
36086,3712,37,0.14960766494222938,0.1752,1.0
36089,3847,1BX|1,0.2996359527742261,0.2997,1.2
36089,3875,1BX|1|2,0.28877009809703563,0.4279,0.9
36089,6090,43,0.19904616731263303,0.21130000000000002,0.8
36089,6098,43|2,0.32057741977514803,0.36060000000000003,2.0
36089,6906,3,0.14562598545137623,0.19219999999999998,0.0
3611,3172,91|27|8AX|8|8BX,0.18748812240587506,0.7539,1.775
3611,3209,N|M|KT|J|L,0.8536268368759434,1.6544,1.77
3611,5357,27,0.17309650403990495,0.2647,1.2
3611,5643,9|9R|L_OWL|31|F|21|N_OWL|T_OWL|K_OWL|M_OWL|6,0.2620890378668207,0.262,1.93
3611,5647,9|9R|L_OWL|F|N_OWL|T_OWL|7|K_OWL|M_OWL|6,0.2931842166335882,0.6986,1.25
3611,5683,5R|21|5,0.20079803709675964,0.20090000000000002,1.125
3611,5684,N|M|KT|J|L,0.7069945806472028,1.2185,1.49
3611,5817,59|60,0.24939883446104952,0.3649,0.11259515611979391
3611,6733,7X|31,0.1831470789112191,0.19640000000000002,1.0
3613,3614,35,0.16532844337245106,0.2015,0.75
3614,3616,35,0.21526438409103943,0.2195,0.25
3615,3617,35,0.12706045157972334,0.12940000000000002,0.0
3615,4361,52,0.20235913549768147,0.2152,0.666666666667
3615,4363,35|52,0.180599271533511,0.19080000000000003,0.222222222222
3616,3617,35,0.06437819154310707,0.07,0.0
3617,3615,35,0.12706045157972334,0.12940000000000002,0.5
3617,4579,35,0.20081889838109596,0.2484,1.0
3621,3628,54,0.2518225236673389,0.26539999999999997,0.5
3621,3630,54,0.1788912062746058,0.1941,0.5
3628,3621,54,0.2518225236673389,0.5694,0.0
3628,6485,54,0.1757943068004973,0.1759,0.4
36293,3879,33,0.13948055596577147,0.2336,2.0
3630,3621,54,0.1788912062746058,0.647,0.2
3630,6321,54,0.2867000235894607,0.2994,0.0
36352,13692,56,0.15274180166399257,0.7125,1.0
36352,3783,91|9|9R|8BX|8,0.17219723214254642,0.181,0.8
36352,6569,T_OWL|KT,0.4442434818145029,0.4679,2.6
36352,7191,90|9|8AX|56|8,0.13183501084352917,0.7182000000000001,0.666666666667
36352,7376,KT,0.8488903501103218,1.6465999999999998,3.0
3643,36293,33,0.26949167999685536,0.3546,3.0
3643,3645,33|2,0.2718975870452116,0.27330000000000004,1.1
3643,3822,1BX|1,0.29085207394580687,0.3907,1.0
3643,3852,1BX|1|2,0.22994114927027237,0.24280000000000002,1.0
36443,6433,57|23,0.2800257832201092,1.8843,0.777777777778
36443,6441,23,0.1717291387572261,0.1718,0.0
3645,3649,33,0.20904063140432366,0.2172,1.0
3645,4040,2,0.30633479881334397,0.30633479881334397,0.6
3647,3643,33|2,0.20856593016882813,0.2086,1.0
3648,3067,33,0.3313172799644882,0.5700000000000001,1.0
3648,4235,33|5,0.32159134919986804,0.3232,1.2
3648,4730,5,0.28618705917019027,0.2864,0.5
3649,3067,33,0.4404639338634464,0.8176,1.2
3649,3184,38R,0.4744731471787143,0.8809,2.8
3649,3647,33,0.2722342577602177,0.27230000000000004,1.0
3649,4255,38BX|38,0.19208199790542063,0.20600000000000002,1.0
3649,4762,38R,0.5036062152974731,0.5204,2.0
3649,4764,38BX|38,0.2144313386901241,0.225,1.0
36497,37227,31|L_OWL|21|K_OWL|M_OWL,0.061760773871046656,0.067,1.0
36498,5623,14X|14,0.11008044575690573,0.11008044575690573,1.0
3652,3653,10,0.16507416132581426,0.16519999999999999,0.25
3653,7545,10,0.17747381502629367,0.22480000000000003,1.0
3656,3659,33,0.16281173733709678,0.1643,0.1
3656,3663,33,0.10402872891739921,0.1085,0.5
3659,3656,33,0.16281173733709678,0.1643,0.0
3659,4070,33,0.23559878815020802,0.2496,1.8
36606,3013,10|12,0.17965648839042914,0.5378,1.5
36606,5684,38R|5|31|21|38|5R|7X,0.23526076625940756,0.3177,1.22
36606,6332,10|12,0.19962683458967298,0.7813,1.1
36606,6596,3|76X|2,0.33471766581203877,0.33480000000000004,1.33333333333
3661,3663,33,0.2228939122830325,0.39080000000000004,0.1
3661,3665,33,0.2118142797100058,0.21530000000000002,0.666666666667
3661,4078,6,0.13254605656125068,0.13254605656125068,0.3
3661,5704,6,0.14243306635860886,0.14250000000000002,0.5
3662,4946,37|33,0.1515289079744389,0.1535,0.5
3663,3656,33,0.10402872891739921,0.1085,0.8
3663,3661,33,0.2228939122830325,0.2293,0.166666666667
3665,3661,33,0.2118142797100058,0.21530000000000002,0.5
3665,3662,33,0.09541320739450071,0.09590000000000001,1.0
3667,3680,54,0.15904919867333794,0.19,0.8
3668,3669,54,0.19668897567692498,0.19669999999999999,1.0
3668,3762,52,0.08382526483385719,0.09140000000000001,0.125
3668,3765,52,0.16333837225578537,0.1763,0.333333333333
3669,3667,54,0.20067537402897545,0.20090000000000002,0.2
3670,7004,25,0.4626053287646352,0.6183,1.8
3673,3675,25,0.25226370681235427,0.25226370681235427,1.0
3674,3673,25,0.21249198349134318,0.2127,0.0
3675,3904,25,0.3775973779684551,0.5613,0.2
3675,7556,25,0.3023427431489893,0.30260000000000004,0.2
3680,3682,54,0.09580787252084745,0.09640000000000001,1.0
3680,5699,54,0.28006721663425427,0.2914,1.0
3682,3680,54,0.09580787252084745,0.09640000000000001,1.0
3682,4589,54,0.11797534586782223,0.11950000000000001,0.0
36835,3525,66,0.09213503952903006,0.0965,0.0
3685,3018,54,0.11380959622430777,0.11380959622430777,0.4
3685,3687,54,0.1828095475554217,0.1851,1.0
3687,3020,54,0.09097390244771816,0.0942,0.0
3687,3685,54,0.1828095475554217,0.1851,1.0
36882,3519,27,0.24028199109973342,0.6623,2.0
36882,3935,12,0.18578313996914264,0.6177,0.5
36882,6878,12,0.2998340263715107,1.0723,1.0
36882,6886,36,0.1463736513740106,0.6211,1.0
3689,4248,29,0.15799760004056537,0.1702,0.0
3689,5036,29,0.22752617264621683,0.31610000000000005,1.8
3690,3691,67,0.12878308861828827,0.13119999999999998,0.5
3690,3709,67,0.11737604709839539,0.125,0.5
3691,3690,67,0.12878308861828827,0.13119999999999998,0.0
3691,5769,67,0.1690917103840795,0.1867,1.0
3693,3613,35,0.13358429386218135,0.1371,0.0
3693,7867,35,0.10802864612105209,0.16240000000000002,1.0
3694,3698,44,0.39099069912302686,0.6188,1.0
3694,5832,44,0.352701730713148,0.481,1.0
3698,33696,44,0.16032042727533832,0.1663,0.5
3698,3694,44,0.39099069912302686,0.3956,1.0
3700,5605,23,0.18858229604966129,0.195,0.666666666667
3701,3700,23,0.13077398260338427,0.1306,0.333333333333
3701,3704,23,0.1662860143666643,0.1662860143666643,1.0
