city,routes_count,stops_count,connections_count,total_length,connection_length_average,total_travel_time,connection_travel_time_average,connection_speed_average,wait_time_average,wait_time_std,average_trip_time_uniform,average_trip_length_uniform,average_trip_transfers_uniform,average_straight_distance_uniform,average_detour_normalized,average_trip_time_population,average_trip_length_population,average_trip_transfers_population,average_straight_distance_population,uniform_coverage_stops,uniform_coverage_distance,population_coverage_stops,population_coverage_distance
toronto,144,5806,9594,2843.756948,0.296409938,7128.921961,0.74306045,23.9342523,8.785357319,4.748244294,105.0640201,40.19740401,4.59,17.12822163,1.346852164,92.53666653,30.59047395,4.15,12.34579857,3.03,0.257768849,4.27,0.197580043
