tag,title,lat,lon,merged
12867,Dufferin St At Maurier Blvd,43.85043,-79.48505,12867
12868,Dufferin St At District Ave,43.84655,-79.48406,12868
12869,Dufferin St At Rutherford Rd,43.8427999,-79.4833499,12869
1287,Varna Dr At Ranee Ave South Side,43.7235049,-79.44543995,9754|1287
12870,Major Mackenzie Dr West At Cityview Blvd,43.84581,-79.5536699,12870
12871,Bayview Ave At Merton St,43.7009399,-79.37329495,12872|12871
12873,Bayview Ave At Nesbitt Dr,43.6941299,-79.3659599,12873
12875,550 Bayview Ave (Evergreen Brick Works),43.6839099,-79.3648,12875_ar|12875
12876,Staines Rd At Jacques Rd,43.820849949999996,-79.22074995,12876_IB|12876
12879,Cityview Blvd At Lormel Gate,43.85418,-79.55323,12879
1288,Spadina Ave At Sullivan St North Side,43.65113995,-79.39735995000001,1288|2097
12883,Weston Rd At Old Weston Rd South Side,43.7730299,-79.544535,12883|12895
12884,Weston Rd At Steeles Ave West North Side,43.770474912500006,-79.546416225,846|846_IB|12916|5974|12884
12887,Opposite 810 Royal York Rd,43.6387599,-79.50826,12887
12888,5799 Yonge St,43.7851449,-79.41673990000001,12888|15269
12889,Peter Rupert Ave At District Ave,43.8445699,-79.49191,12889
1289,Kennedy Rd At Lovering Rd,43.7990899,-79.29516495,8526|1289
12890,Wellness Way At Armistice Dr (Wellspring Centre),43.7235499,-79.3785899,12890
12891,Fleet St At Bastion St West Side,43.635984925,-79.40390747500001,12898|15276|12891
12892,Progress Ave At Schick Crt,43.77442995,-79.26660495,2904|12892
12894,Evans Ave At Gamma St West Side,43.61267,-79.5405999,12894
12896,Old Finch Ave At Baffin Crt West Side,43.81973495,-79.21206495,14017|12896
12897,Old Finch Ave At Harvest Moon Dr,43.82042,-79.2093499,12897
12900,Peter Rupert Ave At Golden Forest Rd North Side,43.8502599,-79.4939699,12900
12901,Peter Rupert Ave At Freedom Trail,43.8567,-79.49778,12901
12902,Saskatchewan Rd At Dufferin St East Side,43.6327049,-79.424435,12906|12902
12903,Canada Dr At Vellore Park Ave,43.8560399,-79.55989,12903
12904,Canada Dr At Summit Dr,43.85717,-79.5561399,12904
12905,Cityview Blvd At Major Mackenzie Dr West,43.8458799,-79.55429,12905
12907,Cityview Blvd At Walkway To Ozner Cres (North),43.8554699,-79.5535299,12907
1291,Bloor St East At The East Mall,43.6370149375,-79.5567999125,7997|1291|4710|4156
12910,Major Mackenzie Dr West At Grand Trunk Ave,43.85952,-79.4938799,12910
12913,Fleet St At Fort York Blvd East Side,43.63624,-79.40625,12913
12915,Peter Rupert Ave At Ivy Glen Dr,43.85228,-79.49475,12915
12919,Fleet St At Fort York Blvd West Side,43.636461781250006,-79.40719497500001,15328|7504|15326|1910|12919
1292,Greenwood Ave At Gerrard St East,43.670883687499995,-79.3279274,1292|8962|6955|4325
12921,Major Mackenzie Dr West At Dufferin St,43.8609799,-79.48796,12921_ar|12921
12922,Weston Rd At Lormel Gate,43.8518599,-79.5620799,12922
12923,Cityview Blvd At Retreat Blvd,43.8505799,-79.5525199,12923
12924,Cityview Blvd At Canada Dr South Side,43.8573299,-79.55396,12924
12925,Old Finch Ave At Morningside Ave,43.8190212375,-79.21471865000001,6149|14086|14016|12925
12926,35 Carl Hall Rd,43.7469099,-79.47918,12926
12927,Peter Rupert Ave At Maurier Blvd,43.8483799,-79.4930799,12927
12929,Peter Rupert Ave At Sand Valley St,43.8548999,-79.4967399,12929
1293,Humberline Dr At Claireville Dr (North),43.7461299,-79.6220699,1293
12930,Peter Rupert Ave At Major Mackenzie Dr West,43.8583999,-79.49857,12930
12931,Weston Rd At Canada Dr,43.8553799,-79.56288,12931
1295,Gateway Blvd At Sunny Glenway (West),43.71065495,-79.33156995,6083|1295
1296,Queens Quay West At Dan Leckie Way West Side,43.6364799,-79.3973399,1296
1297,Opposite 2900 Warden Ave (Bridletown Mall),43.79918495,-79.31697495,1297|2310
1299,Lake Shore Blvd West At Miles Rd,43.6084149,-79.49034,6466|1299
1300,Queen St East At Parliament St,43.6555474375,-79.36447375,2501|1300|5599|6807
1302,Weston Rd At Church St,43.702972437499994,-79.52497873749999,7507|3043|1834|1302
1303,Pleasant Blvd At Avoca Ave,43.68843495,-79.389265,1303|8402
1304,Senlac Rd At Sheppard Ave West,43.759420000000006,-79.422765,1304|6481
1305,Don Mills Rd At The Donway East (North),43.740807425,-79.344367425,1305|2311|6864|1984
1306,Pape Ave At Floyd Ave,43.68750995,-79.34808495,5474|1306
1307,Ellesmere Rd At Birchmount Rd,43.7632787375,-79.2914112,1307|2521|4604|7918
1308,Trethewey Dr At Tedder St,43.69732995,-79.49898995000001,4843|1308
1309,Calvington Dr At Dalraith Rd East Side,43.732014899999996,-79.49027,6919|1309
1310,53 St Regis Cres (South),43.7547199,-79.4855299,1310
1311,Islington Ave At Aylesbury Rd,43.666389949999996,-79.53291995000001,1311|2964
1312,Coxwell Ave At Sammon Ave,43.688774949999996,-79.325835,9056|1312
1313,Chesswood Dr At Finch Ave West South Side,43.7657699,-79.4772399,1313
1314,Barber Greene Rd At Don Mills Rd West Side,43.7276299,-79.34157,1314
1315,Gelncairn Ave At Dalemount Ave,43.7113799,-79.43270000000001,1315|6429
1318,1919 Albion Rd,43.746359999999996,-79.619095,5011|1318
1319,Sheppard Ave West At Rivalda Rd,43.73489995,-79.5339499,1319|6454
1320,Bathurst St At Lawrence Ave West,43.71927495,-79.42945499999999,4078|1320
1321,Danforth Ave At Sibley Ave,43.690229900000006,-79.292645,1321|8856
1322,Dundas St West At Willard Ave West Side,43.6656799,-79.4887499,1322
1324,Sheppard Ave West At Welbeck Rd,43.75966,-79.4194899,1324
1325,Opposite 15 Fenmar Dr,43.7592799,-79.5355,1325_IB|1325
1326,Middlefield Rd At McNicoll Ave,43.820129924999996,-79.26219492499999,2003|1326|5178
1327,Lawrence Ave East At Howden Rd,43.74682495,-79.28801494999999,9065|1327
1328,Opposite 525 Milner Ave,43.79259495,-79.22662995,1328|6366
1329,Don Mills Rd At Goodview Rd,43.7839999,-79.3530099,1329
1330,Brimley Rd South At Kingston Rd South Side,43.7177199,-79.24021,1330
1331,Huntingwood Dr At Brimley Rd,43.7984874,-79.2732837125,5674|1883|1331|4274
1332,Cranston Park Ave At Princeton Gate,43.8669199,-79.5298399,1332
1333,Scarborough Golf Club Rd At Brimorton Dr,43.769855,-79.21829994999999,3557|1333
1334,Midland Ave At Kilcullen Castle Gate South Side,43.80970995,-79.28999995000001,9290|1334
1335,Millwood Rd At Village Station Rd,43.7018499,-79.357715,3983|1335
1338,Yonge Blvd At Esgore Dr South Side,43.7407099,-79.41469,1338
1339,McCowan Rd At Brimorton Dr,43.765424949999996,-79.24893995,1339|8825
1340,Martin Grove Rd At Eglinton Ave West North Side,43.6748999,-79.56316,1340
1341,Eglinton Ave East At Bruce Park Ave,43.710489949999996,-79.37989495,2751|1341
1342,Kipling Ave At Farr Ave North Side,43.744469949999996,-79.58261999999999,1342|6391
1343,Bayview Ave At Heathcote Ave,43.75218495,-79.38495499999999,1343|5920
1344,Lawrence Ave West At Duval Dr,43.70971495,-79.47456994999999,1344|5621
1345,1050 McNicoll Ave,43.80405,-79.3314499,1345
1346,Kennedy Rd At Purcell Sq South Side,43.8170999,-79.30423,1346
1348,Baldoon Rd At Crow Trail,43.813354950000004,-79.23187490000001,1348|9371
1349,Wilson Heights Blvd At Clifton Ave,43.75884995,-79.46299995,1349|7443
1350,Woodbine Ave At Gerrard St East,43.680805,-79.31068996249999,3478|2621|5327|1350
1351,Sheppard Ave West At Laura Rd,43.73790995,-79.51979495,6174|1351
1352,Danforth Ave At Linsmore Cres,43.68202495,-79.32980495,2956|1352
1353,Lake Shore Blvd West At Third St,43.6017649,-79.500755,7612|1353
1354,Steeles Ave East At Brimley Rd,43.82845,-79.2867599,1354
1355,Craigton Dr At Teston Rd,43.8702399,-79.52957,1355|1355_ar|1355_IB
1356,York Mills Rd At Bayview Ave West Side,43.748047424999996,-79.3845512375,1524|2169|2349|1356
1357,Danforth Rd At Warden Ave,43.6977249,-79.27487495,4928|1357
1358,230 Ian Macdonald Blvd,43.77589,-79.50673,1358
1359,Windermere Ave At Coe Hill Dr,43.641365,-79.47432,1922|1359
1360,Gelnorchy Rd At Saintfield Ave South Side,43.72813,-79.3650199,1360
1362,Eglinton Ave West At Elmsthorpe Ave,43.704019900000006,-79.41119499999999,1362|4856
1363,Willowdale Ave At Centre Ave,43.793065,-79.411935,1363|1731
1364,Sheppard Ave East At Birchmount Rd,43.7810299875,-79.29822867499999,6729|2576|1364|5946
1365,Wilmington Ave At Codsell Ave,43.75535,-79.45383,1365
1366,Markham Rd At Kingston Rd,43.73892,-79.21729,1366
1367,Humber College Blvd At Finch Ave West South Side,43.7337199,-79.6101199,1367
1368,Birchmount Rd At Denison St,43.83279995,-79.318795,1368|7670
1369,Markham Rd At McNicoll Ave,43.823969899999994,-79.24815995,7503|1369
1371,Willowdale Ave At Silverview Dr,43.78691,-79.40966,5409|1371
1372,Rockcliffe Blvd At Caesar Ave North Side,43.6790849,-79.49028495,1372|8364
1373,Islington Ave At Aviemore Dr,43.7485199,-79.56842,1373
1374,Chesswood Dr At Vanley Cres (South),43.759414899999996,-79.4780749,1374|7825
1375,Faywood Blvd At Clanton Park Rd,43.74377,-79.44876,1375|3337
1376,Horner Ave At Beta St,43.6033499,-79.53834,1376
1377,Sheppard Ave East At Vandorf St,43.8030899,-79.1557449,2093|1377
1378,Lawrence Ave East At Blaine Dr,43.73471495,-79.35901995,1378|9663
1379,Rathburn Rd At Ivybridge Dr West Side,43.64843995,-79.58522995,1379|4173
1380,Shaw St At King St West North Side,43.641619925,-79.41493622499999,8560|435|5422|1380
1381,Yonge St At St Clair Ave East,43.688049899999996,-79.39380745,7440|1381|8878
1382,Willowdale Ave At Kingsdale Ave,43.7722299,-79.4030599,1382
1383,Jane St At Weston Rd,43.691549949999995,-79.50122495,1383|2246
1385,Dundas St West At Sheridan Ave,43.64976995,-79.43369,1385|7186
1386,Vaughan Rd At Louise Ave,43.6841799,-79.4212299,1386
1387,Eglinton Ave West At Little Blvd,43.69375,-79.4586799,1387
1390,Yonge St At Glengrove Ave East,43.719514950000004,-79.40107495,1691|1390
1391,Parkside Dr At High Park Blvd,43.644864999999996,-79.456215,1391|718
1392,Thorncliffe Park Dr (East) At Thorncliffe Park Dr South Side,43.7090399,-79.34430995,1392|9632
1393,Donlands Ave At Millwood Rd,43.69708995,-79.34885495,4637|1393
1395,Weston Rd At Craydon Ave,43.6903699,-79.49866995,1395|6981
1396,Royal York Rd At Trehorne Dr South Side,43.6901499,-79.53003495,1396|7493
1397,Senlac Rd At Elmhurst Ave South Side,43.760364949999996,-79.42314495,1397|9855
13982,41 Torbarrie Rd,43.72169495,-79.52203495,13982|14080
13985,Signet Dr At High Meadow Pl,43.75555,-79.53727,13985
1399,Finch Ave West At Highway 27 West Side,43.73396495,-79.60398495000001,7766|1399
13999,Signet Dr At High Meadow Pl,43.7559499,-79.5378499,13999
1400,90 Commander Blvd,43.7936349,-79.266475,1400|8824
14000,Weston Rd At Sidney Belsey Cres,43.693234950000004,-79.50460495,14000|14001
1401,Victoria Park Ave At Lawrence Ave East,43.74231,-79.31001,1401
14015,Finch Ave East At Neilson Rd,43.8162224,-79.227522475,14063|14015|4728
14018,Old Finch Ave At Littles Rd,43.8209149,-79.20635494999999,1721|14018
1402,Leslie St At Rippleton Rd,43.7426799,-79.3578999,1402
1404,The Queensway At The East Mall,43.61623,-79.54627995,1404|1591
14044,Jane St At Ardagh St,43.655754900000005,-79.4870999,7797|14044
14045,Mount Dennis Garage,43.6937399,-79.49551,14045_ar|14045
14046,Industry St At Ray Ave,43.6925599,-79.4914799,14046
14047,120 Industry St,43.6941299,-79.4943199,14047
14048,Strachan Ave At East Liberty St,43.6394599,-79.41103,14048
14049,East Liberty St At Pirandello St West Side,43.6386399,-79.41437,14049
1405,Avenue Rd At Boswell Ave,43.672659949999996,-79.39573,1937|1405
14050,East Liberty St At Lynn Williams St,43.6386899,-79.4169399,14050
14051,Liberty St At Atlantic Ave,43.6383699,-79.42038,14051
14052,Atlantic Ave At King St West,43.64001115000001,-79.42127625,5091|14052_ar|14052|5467
14053,Marine Parade Dr (East) At Lake Shore Blvd West,43.630244925,-79.476754975,14631|14053|14053_ar
14054,58 Marine Parade Dr,43.6262899,-79.47704,14054_ar|14054
14055,Opposite 2155 Lake Shore Blvd West,43.625672449999996,-79.47973745,14055|2061|9377
14056,Lake Shore Blvd West At Brookers Lane,43.62702,-79.4790299,14056
1406,Dawes Rd At Dentonia Park Ave,43.692075,-79.29706,1406|1769
14061,Strachan Ave At Wellington St West,43.64067,-79.4113,14061
1407,Belfield Rd At McCulloch Ave,43.70255,-79.5731249,1407|9116
14074,Clayson Rd At Bartor Rd (North) West Side,43.72865995,-79.52581495000001,14074|9425
14075,600 Clayson Rd,43.72749,-79.52863995,4659|14075
14076,350 Clayson Rd,43.725635,-79.52814995,14076|7780
14077,Torbarrie Rd At Sergio Marchi St,43.7299299,-79.52416495,14077|14108
14078,Torbarrie Rd At Judy Sgro Ave South Side,43.72718995,-79.52361495,14078|14083
14079,Torbarrie Rd At Joseph Griffith Lane South Side,43.7254499,-79.5232449,14079|14082
1408,Corporate Dr At Lee Centre Dr (West),43.78048495,-79.24727995,1408|6585
14081,Jethro Rd At Wilson Ave North Side,43.71932,-79.51855,14081
14084,Gerry Fitzgerald Dr At Steeles Ave West,43.78607495,-79.4746175,2775|3670|14084
14085,Pleasant View Dr At Clipper Rd,43.7855099,-79.32905,14085
14088,Nightstar Rd At Wharnsby Dr,43.8237799,-79.22936,14088
14090,Morningside Ave At Finch Ave East,43.81958495,-79.221615,14722|14090|14722_ar
14091,Westmore Dr At Finch Ave West North Side,43.7348099375,-79.60106495,14091|14107|2214|5835
14092,91 Westmore Dr,43.737714999999994,-79.60228000000001,14092|14106
14093,Carrier Dr At Highway 27,43.739185,-79.60497989999999,14105|14093
14094,Carrier Dr At Woodbine Downs Blvd,43.73864495,-79.60728495000001,14094|14104
14095,Carrier Dr At Humber College Blvd,43.7378699,-79.61074,14095
1410,Bay St At Queen St West,43.651924949999994,-79.38137,2240|1410
14103,Nunavut Rd (Horse Palace),43.6347299,-79.4164599,14103
14109,La Rose Ave At Royal York Rd East Side,43.6842799,-79.5266,14109
1411,Teak Ave At Carnforth Rd,43.73739,-79.31761,1411
1412,Kingston Rd At Manse Rd,43.774860000000004,-79.1779149,1412|7157
14125,St Clair Ave West At Tweedsmuir Ave,43.684082425,-79.413413725,8875|5735|14126|14125
14127,Markham Rd At Select Ave,43.8331199,-79.25089,14127_ar|14127_IB|14127
14128,Markham Rd At Select Ave,43.83364,-79.2514899,14128
14129,Industry St At Ray Ave North Side,43.6929299,-79.4918699,14129
1413,Bay St At Grosvenor St,43.6624949,-79.38637495,1413|6737
1414,Oconnor Dr At Derwyn Rd,43.696589900000006,-79.33487,8455|1414
14140,Bloor St West At Kipling Ave,43.6415899,-79.53588,14140
14141,Bathurst Station,43.6660599,-79.41106,14141_ar|14141
14142,Bathurst Station,43.6665299,-79.41129,14142_ar|14142
14143,Leslie Station,43.77046495,-79.36769995,14143|14144
14145,Don Mills Station,43.775812715625,-79.346867496875,14155_ar|14155|14154|9779|4596|14145
14146,Don Mills Station,43.77590236093749,-79.3460040234375,14151_ar|14146|14152_ar|14152|14153_ar|14153|14151|14150|14148|5856|14150_ar|14147
1415,Dufferin St At Lawrence Ave West North Side,43.71437245,-79.45464497500001,1415|8930|5733
14156,Broadview Station,43.67710465219727,-79.35790478393554,14161|14161_ar|411|8687|14162|14158_ar|14160|14162_ar|14156_ar|14159_ar|14160_ar|4402|14158|8687_ar|14156|14159
1416,Dundas St West At Dovercourt Rd,43.649439900000004,-79.42472495,1416|2426
14163,Castle Frank Station,43.6734949,-79.3690675,14163_ar|14164_ar|14163|14164
14165,Coxwell Station,43.6840999,-79.3230025,14166|14165|14166_ar|14165_ar
14167,Davisville Station,43.697651775000004,-79.396928746875,14168_ar|14170_ar|14170|14168|14167_ar|14169|14167
14171,Donlands Station,43.6809574,-79.337785,14171_ar|14172_ar|14172|14171
14173,Sheppard West Station,43.7494672197876,-79.4623406503418,14181_ar|14176_IB|14179|14179_ar|14178|14182_ar|14177|14181|14174|14173|14619|14180|14175|14178_ar|14182_IB|14174_ar|14619_ar|14176
14183,Dundas West Station,43.6569174,-79.45333875,14186_ar|14187_ar|14183_ar|14184_ar|310|310_ar|14183|14187
14188,Eglinton Station,43.70438471628418,-79.39832073227538,14191_ar|14188|14192_ar|14188_ar|14193|14191|14195|4646|14676|14196_ar|14190_ar|14196|14190|14192|14194_ar|14195_ar|14194|14193_ar
14189,Eglinton Station,43.7056199,-79.39966,14189|14189_ar
1419,Kingston Rd At Bellamy Rd South,43.73238,-79.2244699,1419
14197,Eglinton West Station,43.699555843750005,-79.4360271875,14197_ar|14197|14202_ar|14199|14201|14198|14202
1420,333 Rathburn Rd At Walkway To Alanmeade Cres,43.6561699,-79.55873,1420
14204,Finch Station,43.780651309374996,-79.41471201347656,14205|14207_ar|14210|8388|14206_ar|14684|14208|14208_ar|14204|14210_ar|14211_ar|14206|14207|14212|14204_ar|14212_ar|14209|14211
1421,Roywood Dr At Marbury Cres (East),43.7643299,-79.333675,1421|6943
14214,Greenwood Station,43.6825799,-79.33042,14214_ar|14214
14215,High Park Station,43.6539999,-79.46641,14215_ar|14215
14217,Islington Station,43.64514115,-79.52483312499999,14218_ar|14219_ar|14218|14219|14217_ar|14217
14220,Jane Station,43.649943962500004,-79.48406828124999,14222_ar|5905|14221|14223_ar|14223|14221_ar|5905_ar|14220_ar|14222|14220
14224,Keele Station,43.6556808375,-79.45952015625,15254|14226|14225|14224_ar|14226_ar|14224|14225_ar|15254_ar
14227,Kennedy Station,43.73267434519043,-79.2632824383545,14230_ar|14231|14227_ar|14229|14231_ar|14232|14230|14229_ar|14232_ar|14234_ar|14227|14234|14233_ar|14228_ar|14228|14233
1423,Victoria Park Ave At Amsterdam Ave,43.71499495,-79.29856495,8750|1423
14235,Kipling Station,43.63726056484374,-79.53605812559204,14237_ar|14243_ar|14239_ar|14243|14240_ar|14242|14236_ar|14235|14241|14241_ar|14238_ar|14240|14238|14237|14235_ar|14242_ar|14239|14236
1424,Adelaide St West At Church St East Side,43.65125,-79.3741899,1424
14244,Lawrence Station,43.72541255673828,-79.40236236289064,7790|5845|15003|14245_ar|14244_ar|14244|9839|14245|14246_ar|14246|6980|15003_ar
14247,Lawrence East Station,43.75047678125,-79.27041625000001,14247|14249|14248|14249_ar|7513
1425,Sheppard Ave East At Bayview Ave East Side (Bayview Station),43.7668099,-79.3877262125,8768|5543|1425|5753
14250,Lawrence West Station,43.715635862499994,-79.443879975,14251|14254|14253|14254_ar|14252_ar|14252|14250
14255,Main Street Station,43.6890565015625,-79.301859609375,14257|14258|14259|14257_ar|14256|14255|14260|14259_ar|14260_ar|14258_ar|14255_ar|14256_ar
14261,Old Mill Station,43.6501899,-79.49505,14261|14261_ar
14262,Ossington Station,43.6623187,-79.426413125,14262|14263|14264|14264_ar|15345|15345_ar
14266,Pape Station,43.68004880625,-79.34463421875,14267_ar|612|14958_ar|14267|14266|14266_ar|14958
14269,Rosedale Station,43.67680489999999,-79.389004975,8984|1630|14269_ar|14269
1427,Mt Pleasant Rd At Roslin Ave,43.7303199,-79.3982299,1427
14274,Runnymede Station,43.6517792875,-79.47594312499999,14899_ar|14274|14899|14274_ar|2765|14275|14275_ar
14276,Scarborough Centre Station,43.774278922350305,-79.25862768011095,14280|14739_ar|14285_ar|14277|14286|14286_ar|14285|14288|14284_ar|14282|14277_ar|14279_ar|14276|14278|14287|14281_ar|14279|14284|14280_ar|14276_ar|14281|14739
14289,Sheppard-Yonge Station,43.761866384375,-79.41229093749999,14292_ar|14293|14290|14290_ar|14292|14293_ar|14291|14289|15283
1429,Queens Plate Dr West At Janda Crt,43.7227699,-79.60154,1429
14294,Spadina Station,43.667279900000004,-79.40391249999999,14339|14339_ar|14294|14294_ar
14295,St Clair Station,43.6876899,-79.39227249999999,14625_ar|14295|14295_ar|14625
14296,St Clair West Station,43.684232712500005,-79.415253121875,14296_ar|14300_ar|14300|14297|14296|15685
1430,Barkdene Hill At Brooklawn Ave,43.7166874,-79.233795,1430_ar|1430|2043_ar
14301,St George Station,43.6686599,-79.39805,14301_ar|14301
14302,Victoria Park Station,43.6932499,-79.28804,14302
14304_ar,Victoria Park Station,43.6938599,-79.28828375,14304_ar|14733|14733_ar|14305_ar|14305
14306,Warden Station,43.7109728321289,-79.27946051513672,14308|14313|14313_ar|14306_ar|14311_ar|14310_ar|14308_ar|14312_ar|14307_ar|14309|14307|14311|14310|14306
1431,68 Railside Rd,43.7379149,-79.32227499999999,1431|2376
14314,Wellesley Station,43.66534995,-79.38377995,14315|14314
14318,Wilson Station,43.734756034374996,-79.4509012375,14378|14377_ar|15289|14377|15289_ar|14827|15290|14318_ar|14318
1432,Sheppard Ave East At Walkway To Burrows Hall Blvd,43.79703,-79.2230999,1432|7948
14321,Woodbine Station,43.6864374,-79.3124175,14322|14322_ar|14321_ar|14321
14323,York Mills Station,43.74516238535156,-79.40599602539064,14329_ar|14325_ar|14327_ar|14323|14326_ar|14327|14324|14325|14330|14326|14329|2036|14324_ar|14323_ar
14340,75 Carl Hall Rd (The Hangar),43.7473499,-79.47393,14340|14340_ar
14341,Lake Shore Blvd West At Ellis Ave,43.6359999,-79.46533,14341
14343,Lake Shore Blvd West At Windermere Ave,43.63474,-79.4683099,14343
14344,Lake Shore Blvd West At Windermere Ave,43.6354199,-79.4680899,14344
14346,Lake Shore Blvd West At Park Lawn Rd,43.622698674999995,-79.481317475,14346|9453|3296|6830|14633
14347,Lake Shore Blvd West At Legion Rd,43.6202,-79.4837999,14347
14348,Lake Shore Blvd West At Legion Rd,43.620599925,-79.48326242499999,14348|5669|5692
14349,Lake Shore Blvd West At Louisa St,43.61839,-79.4866899,14349
1435,Markham Rd At Milner Ave,43.78963995,-79.2373599,5403|1435
14352,Lake Shore Blvd West At Ellis Ave,43.636682412499994,-79.46544370000001,14352|8807|8807_ar|9305
14359,Murray Ross Pkwy At Sentinel Rd,43.7649449,-79.500535,14359|14371
1436,Finch Ave East At Middlefield Rd,43.8098237375,-79.257739925,5441|1436|9487|6011
14360,William R Allen Rd At Rimrock Rd,43.7576799,-79.46496495,14361|14360
14362,Dufferin St At Finch Ave West North Side,43.769434950000004,-79.46702,14362|5165
14363,Alness St At Brisbane Rd North Side,43.77242995,-79.47254495,14363|14364
14365,Alness St At Martin Ross Ave,43.7741199,-79.4732099,14365
14366,Martin Ross Ave At Alness St West Side,43.7741499,-79.473945,9426|14366
14367,Wilmington Ave At Cavotti Cres,43.764544900000004,-79.4575699,14367|2491
14368,Wilmington Ave At Blue Forest Dr,43.765994899999995,-79.4589199,8077|14368
14369,Wilmington Ave At Cedar Springs Grove (South),43.767749949999995,-79.45971495,3360|14369
1437,Kingston Rd At Brinloor Blvd,43.7413299,-79.21451,1437
14370,Wilmington Ave At Cedar Springs Grove (South) North Side,43.769529950000006,-79.46040995,7208|14370
14372,Murray Ross Pkwy At Keele St,43.76732,-79.49239495,9439|14372
14373,Murray Ross Pkwy At Evelyn Wiggins Dr (York U Busway),43.7668999,-79.49358,14373
14376,St Clair Station,43.6873599,-79.39304,14376|14376_ar
14379,Wilson Station,43.73423735,-79.45066779999999,14379|15291
1438,Davean Dr At Woodsworth Rd West Side,43.76265,-79.3645999,1438
14380,Keele St At Rogers Rd,43.682438675,-79.47169364999999,14380|2905|520|4780
14381,Weston Rd At Avon Cres,43.681230525000004,-79.4764581,2736|882|6714_ar|14381|6714
14382,St Clair Ave West At Lansdowne Ave East Side,43.6763399,-79.45018497500001,446|14382|6135
14383,St Clair Ave West At Earlscourt Ave East Side,43.6770699,-79.44685,14383
14384,St Clair Ave West At Dufferin St West Side,43.6780599,-79.44251,14384
14385,St Clair Ave West At Northcliffe Blvd East Side,43.67852,-79.4402699,14385
14386,St Clair Ave West At Glenholme Ave East Side,43.67905,-79.4380299,14386
14387,St Clair Ave West At Oakwood Ave East Side,43.6796899,-79.43512,14387
14388,St Clair Ave West At Winona Dr East Side,43.680374900000004,-79.4320525,9621|14388|14650
14389,St Clair Ave West At Arlington Ave East Side,43.68116,-79.4283099,14389
1439,Royalcrest Rd At Leading Rd East Side,43.75048995,-79.60711495000001,1913|1439
14390,St Clair Ave West At Christie St East Side,43.6817999,-79.42516,14390
14391,St Clair Ave West At Wychwood Ave East Side,43.68231995,-79.42283995,14391|3247
14392,St Clair Ave West At Wychwood Ave West Side,43.68203495,-79.42382495,14392|5069
14393,St Clair Ave West At Christie St West Side,43.681545,-79.42596743125,9063|5545|3894|14393|4502
14394,St Clair Ave West At Arlington Ave West Side,43.681014925,-79.42913247499999,14394|8680|6983
14395,St Clair Ave West At Winona Dr West Side,43.6801799,-79.43303,14395
14396,St Clair Ave West At Oakwood Ave,43.679429925,-79.43603245,1833|14396|757
14397,St Clair Ave West At Glenholme Ave West Side,43.67885245,-79.43898745,14397|4935|2074
14398,St Clair Ave West At Northcliffe Blvd West Side,43.678379925,-79.441112475,14398|1838|2123
14399,St Clair Ave West At Dufferin St West Side,43.6778524375,-79.44332997500001,8960|2879|14399|9996
1440,Eglinton Ave West At Marlee Ave,43.6980424,-79.43929499999999,339|338|1440
14400,St Clair Ave West At Earlscourt Ave,43.6769599,-79.447685,3441|6136|14400
14402,Bloor St West At Prince Edward Dr South,43.648569925000004,-79.50575,1848|3205|14402
14403,Bloor St West At Bay St,43.669802425,-79.3894875,2632|14403|5956
1443,Lawrence Ave West At Good Shepherd Crt,43.7132849,-79.458515,8765|1443
1444,Spadina Rd At Davenport Rd,43.67715,-79.40796,1444
1445,Eglinton Ave East At Ionview Rd,43.7314399,-79.2712,1445|7782
1448,Bloor St West At Quebec Ave,43.65322495,-79.46676495,7304|1448
1449,Jane St At St Clair Ave West,43.6675574,-79.49188745,1449|3841|6003
1450,Belfield Rd At Martin Grove Rd,43.7018649125,-79.575814975,1450|8184|8700|2820
1451,Teston Rd At Keele St,43.8731999,-79.51693,1451|1451_IB
1453,Victoria Park Ave At Deanvar Ave South Side,43.74502495,-79.31080495,2461|1453
1454,Scarlett Rd At Eglinton Ave West,43.68372,-79.51104,1454
1455,Gerrard St East At Clonmore Dr,43.68856995,-79.27889995,6633|1455
1456,Pharmacy Ave At Dewey Dr,43.754935,-79.309315,5564|1456
14564,Pape Ave At Riverdale Ave North Side,43.67153,-79.34172,14564
14567,Birchmount Rd At Modern Rd,43.7441149,-79.28347495,5909|14567
14569,Queens Quay East At Freeland St,43.6425049,-79.373025,14569|14894
1457,Church St At Uphill Ave,43.70859994999999,-79.508597425,413|782|1457
14570,Greenwood Ave At Ivy Ave,43.673394900000005,-79.32902995,9573|14570
14571,Stephen Dr At Cloverhill Rd,43.63528495,-79.48629995,9323|14571
14572,Windermere Ave At Morningside Ave,43.64490495,-79.478175,14572|2553
14573,Ellesmere Rd At Claudius Gate,43.75956995,-79.30792995,5921|14573
14574,Thirtieth St At Akron Rd,43.5999199,-79.5316499,14574
14575,Esna Park Dr Loop At Steeles Ave East,43.8181999,-79.33697,14575|14575_ar
14577,Oconnor Dr At Wakunda Pl South Side,43.715779999999995,-79.30502995,14577|6628
1458,Sheppard Ave West At Magellan Dr,43.73968495,-79.50965995,5590|1458
14598,Claireville Dr (South) At Humberline Dr,43.73793,-79.6187299,14598
14599,35 Claireville Dr,43.73732495,-79.621725,14600|14599
14601,90 Claireville Dr,43.73848995,-79.62394995,14602|14601
14603,Opposite 61 Claireville Dr (Baps Temple),43.7398449,-79.62497490000001,14603|14604
