from,to,routes,length,road_length,travel_time
620,6640,38,0.18308164109864913,0.18330000000000002,0.0
622,1231,336|107|36,0.45091169133063097,0.4611,0.571428571429
623,1945,199,2.045210582425447,2.0528000000000004,3.6
623,7716,336|36,0.42652441041286165,0.42652441041286165,1.2
624,6554,336|36,0.18790685442021587,0.3366,0.333333333333
624,8394,99,0.31090576591843816,0.34850000000000003,2.0
627,3066,191,0.2107351457480466,0.2127,0.0
628,3179,36,0.1897822834292462,0.1946,0.0
629,775,98,0.14250885836282337,0.19280000000000003,2.0
629,1943,98,0.19931064816879596,0.1993,0.0
629,4537,336|36,0.2441712084802125,0.268,0.6
630,1091,106,0.19009546759550436,0.4071,0.0
630,2335,336|36,0.3197444564892589,0.31980000000000003,2.66666666667
630,8123,336|36,0.501419947356037,0.5042,0.8
631,5982,336|36,0.46072682430465656,0.4621,0.714285714286
631,7938,336|36,0.3001830733368821,0.3004,0.3
632,1031,509,0.1866844538901775,1.1705,1.6
632,2380,307|511,0.25404405901160354,0.2892,1.2
632,5469,145,0.8566740323115789,1.588,0.5302575895707764
632,12891,509,0.31798020772847224,0.6005,1.0
636,842,41|353|60,0.857136822435907,0.9072000000000001,1.4
636,5217,41|341,0.7886572194804341,0.8907,8.33333333333
636,10293,60,0.1994768039827252,1.8569000000000002,0.375
638,278,25|325,0.27683257280182727,0.32030000000000003,1.0
638,3405,25|325,0.27962052120158576,0.309,3.5
638,3757,185,1.1151453200248462,1.9750999999999999,9.25
638,6794,51,0.3859559804967121,0.5289,12.5
640,2203,65|365,0.2677222870592127,0.31539999999999996,1.0
641,15336,121,0.2268365653721528,0.2298,2.33333333333
642,4515,75,0.3700761043878442,0.37010000000000004,0.22906689787355303
642,6114,75,0.18354114211832648,0.1896,5.66666666667
643,3026,38,0.24643303693946952,0.2817,0.2
643,3777,38,0.24503822309957696,0.2838,1.0
643,5628,86,0.24878089744601384,0.2904,0.8
646,395,191,2.704483845834319,2.8133000000000004,1.6740008813569662
646,2207,191,0.9530600002992771,2.2265,1.875
646,5407,191,10.926813978063214,11.9378,17.3333333333
647,1367,96,0.37975144978694164,0.39130000000000004,1.0
647,2920,96,0.31866739082759876,0.3715,0.666666666667
648,15246,191,0.42874939953707425,0.5126000000000001,1.2
648,15247,96,0.4811782646815063,0.6516000000000001,1.0
649,3252,36,0.24895740334241753,0.4784,0.6
649,6105,96,0.25770976790177935,0.2702,1.0
649,7911,96|191,0.19354735232883144,0.26010000000000005,1.0
650,3252,336|96,0.2058367434915882,0.22280000000000003,0.75
650,7911,36,0.22628031011182215,0.324,1.0
650,15247,336,0.5339350439633718,0.7382000000000001,0.3304910604508787
654,7277,50,0.26373868510408116,0.4665,0.0
654,10025,337|37,0.3887417592986071,0.39010000000000006,0.666666666667
657,403,37|50,0.4058796371431347,0.4545,1.0
