city,routes_count,stops_count,connections_count,total_length,connection_length_average,total_travel_time,connection_travel_time_average,connection_speed_average,wait_time_average,wait_time_std,average_trip_time_uniform,average_trip_length_uniform,average_trip_transfers_uniform,average_straight_distance_uniform,average_detour_normalized,average_trip_time_population,average_trip_length_population,average_trip_transfers_population,average_straight_distance_population,uniform_coverage_stops,uniform_coverage_distance,population_coverage_stops,population_coverage_distance
toronto,144,5806,9594,2843.7569479756226,0.29640993829222667,7128.921961302474,0.7430604504171852,23.934252304167966,8.78535731946,4.74824429359,100.28003966099264,37.345873025444966,4.257,15.785798970382967,1.3657892195075223,96.02912313618434,31.975901295951576,4.239,13.024998886827865,3.059,0.0012327521879404648,4.117,0.00034911971070109834
